flare_id,log,flash_index,dark_s
FLR-02914,RIDGE,2,0.1818
FLR-02914,RIDGE,3,0.2167
FLR-02914,RIDGE,4,0.1974
FLR-02914,RIDGE,5,
FLR-02915,LAMP,1,0.4979667
FLR-02915,LAMP,2,0.3814167
FLR-02915,LAMP,3,0.12655
FLR-02915,LAMP,4,0.117575
FLR-02915,LAMP,5,0.1450833
FLR-02915,LAMP,6,0.189225
FLR-02915,LAMP,7,
FLR-02916,LAMP,1,0.3072816
FLR-02916,LAMP,2,0.2857132
FLR-02916,LAMP,3,0.2125317
FLR-02916,LAMP,4,0.1421501
FLR-02916,LAMP,5,
FLR-02917,RIDGE,1,0.3186
FLR-02917,RIDGE,2,0.3211
FLR-02917,RIDGE,3,0.3399
FLR-02917,RIDGE,4,0.3376
FLR-02917,RIDGE,5,
FLR-02918,RIDGE,1,0.096
FLR-02918,RIDGE,2,0.088
FLR-02918,RIDGE,3,0.071
FLR-02918,RIDGE,4,0.065
FLR-02918,RIDGE,5,
FLR-02919,RIDGE,1,0.4218
FLR-02919,RIDGE,2,0.3721
FLR-02919,RIDGE,3,0.1518
FLR-02919,RIDGE,4,0.1637
FLR-02919,RIDGE,5,
FLR-02920,RIDGE,1,0.133425
FLR-02920,RIDGE,2,0.142225
FLR-02920,RIDGE,3,0.1174333
FLR-02920,RIDGE,4,0.1277667
FLR-02920,RIDGE,5,
FLR-02921,RIDGE,1,0.091
FLR-02921,RIDGE,2,0.153
FLR-02921,RIDGE,3,0.166
FLR-02921,RIDGE,4,0.172
FLR-02921,RIDGE,5,
FLR-02922,RIDGE,1,0.532288
FLR-02922,RIDGE,2,0.51488
FLR-02922,RIDGE,3,0.2508
FLR-02922,RIDGE,4,0.259872
FLR-02922,RIDGE,5,
FLR-02923,LAMP,1,0.106775
FLR-02923,LAMP,2,0.08275
FLR-02923,LAMP,3,0.0761584
FLR-02923,LAMP,4,0.0679
FLR-02923,LAMP,5,
FLR-02924,LAMP,1,0.4139792
FLR-02924,LAMP,2,0.3950067
FLR-02924,LAMP,3,0.1765564
FLR-02924,LAMP,4,0.1838313
FLR-02924,LAMP,5,
FLR-02925,RIDGE,1,0.094
FLR-02925,RIDGE,2,0.09
FLR-02925,RIDGE,3,0.073
FLR-02925,RIDGE,4,0.066
FLR-02925,RIDGE,5,
FLR-02926,LAMP,1,0.4724348
FLR-02926,LAMP,2,0.4350812
FLR-02926,LAMP,3,0.1824735
FLR-02926,LAMP,4,0.197721
FLR-02926,LAMP,5,
FLR-02927,RIDGE,1,0.094192
FLR-02927,RIDGE,2,0.08896
FLR-02927,RIDGE,3,0.068552
FLR-02927,RIDGE,4,0.069088
FLR-02927,RIDGE,5,
FLR-02928,LAMP,1,0.0372797
FLR-02928,LAMP,2,0.0364211
FLR-02928,LAMP,3,0.0365378
FLR-02928,LAMP,4,0.0387255
FLR-02928,LAMP,5,0.0423794
FLR-02928,LAMP,6,0.0489587
FLR-02928,LAMP,7,0.0420377
FLR-02928,LAMP,8,0.0418628
FLR-02928,LAMP,9,0.0409754
FLR-02928,LAMP,10,0.0395169
FLR-02928,LAMP,11,0.0386629
FLR-02928,LAMP,12,0.0316959
FLR-02928,LAMP,13,0.0450132
FLR-02928,LAMP,14,0.0392044
FLR-02928,LAMP,15,0.0420002
FLR-02928,LAMP,16,0.0527337
FLR-02928,LAMP,17,0.0796342
FLR-02928,LAMP,18,0.2184309
FLR-02928,LAMP,19,0.1916224
FLR-02928,LAMP,20,
FLR-02929,RIDGE,1,0.09192
FLR-02929,RIDGE,2,0.099888
FLR-02929,RIDGE,3,0.07944
FLR-02929,RIDGE,4,0.072264
FLR-02929,RIDGE,5,
FLR-02930,LAMP,1,0.0880087
FLR-02930,LAMP,2,0.0819162
FLR-02930,LAMP,3,0.0662277
FLR-02930,LAMP,4,0.054377
FLR-02930,LAMP,5,0.0474483
FLR-02930,LAMP,6,0.0558043
FLR-02930,LAMP,7,
FLR-02931,RIDGE,1,0.2368084
FLR-02931,RIDGE,2,0.2564083
FLR-02931,RIDGE,3,0.155875
FLR-02931,RIDGE,4,0.1508333
FLR-02931,RIDGE,5,
FLR-02932,LAMP,1,0.4486405
FLR-02932,LAMP,2,0.4426215
FLR-02932,LAMP,3,0.2169893
FLR-02932,LAMP,4,0.2042857
FLR-02932,LAMP,5,
FLR-02933,RIDGE,1,0.2905833
FLR-02933,RIDGE,2,0.3003584
FLR-02933,RIDGE,3,0.1605416
FLR-02933,RIDGE,4,0.1476167
FLR-02933,RIDGE,5,
FLR-02934,RIDGE,1,0.2234
FLR-02934,RIDGE,2,0.2068
FLR-02934,RIDGE,3,0.144
FLR-02934,RIDGE,4,0.1612
FLR-02934,RIDGE,5,
FLR-02935,RIDGE,1,0.3527
FLR-02935,RIDGE,2,0.3608
FLR-02935,RIDGE,3,0.3601
FLR-02935,RIDGE,4,0.3701
FLR-02935,RIDGE,5,
FLR-02936,RIDGE,1,0.344
FLR-02936,RIDGE,2,0.325
FLR-02936,RIDGE,3,0.185
FLR-02936,RIDGE,4,0.141
FLR-02936,RIDGE,5,
FLR-02937,RIDGE,1,0.0166
FLR-02937,RIDGE,2,0.0196
FLR-02937,RIDGE,3,0.0238
FLR-02937,RIDGE,4,0.0319
FLR-02937,RIDGE,5,0.042
FLR-02937,RIDGE,6,
FLR-02938,LAMP,1,0.3851917
FLR-02938,LAMP,2,0.3475467
FLR-02938,LAMP,3,0.1365544
FLR-02938,LAMP,4,0.1487396
FLR-02938,LAMP,5,
FLR-02939,LAMP,1,0.534728
FLR-02939,LAMP,2,0.515808
FLR-02939,LAMP,3,0.279168
FLR-02939,LAMP,4,0.24224
FLR-02939,LAMP,5,
FLR-02940,RIDGE,1,0.1243
FLR-02940,RIDGE,2,0.1247
FLR-02940,RIDGE,3,0.1126
FLR-02940,RIDGE,4,0.1137
FLR-02940,RIDGE,5,0.1488
FLR-02940,RIDGE,6,
FLR-02941,LAMP,1,0.2474583
FLR-02941,LAMP,2,0.2284917
FLR-02941,LAMP,3,0.1482917
FLR-02941,LAMP,4,0.137975
FLR-02941,LAMP,5,
FLR-02942,LAMP,1,0.3920833
FLR-02942,LAMP,2,0.3826167
FLR-02942,LAMP,3,0.2157333
FLR-02942,LAMP,4,0.1878667
FLR-02942,LAMP,5,
FLR-02943,RIDGE,1,0.0492
FLR-02943,RIDGE,2,0.0617
FLR-02943,RIDGE,3,0.0538
FLR-02943,RIDGE,4,0.0508
FLR-02943,RIDGE,5,0.0489
FLR-02943,RIDGE,6,0.0492
FLR-02943,RIDGE,7,0.0594
FLR-02943,RIDGE,8,
FLR-02944,LAMP,1,0.1105
FLR-02944,LAMP,2,0.096775
FLR-02944,LAMP,3,0.0760084
FLR-02944,LAMP,4,0.0860166
FLR-02944,LAMP,5,
FLR-02945,RIDGE,1,0.2820594
FLR-02945,RIDGE,2,0.2761373
FLR-02945,RIDGE,3,0.2983844
FLR-02945,RIDGE,4,
FLR-02946,RIDGE,1,0.43855
FLR-02946,RIDGE,2,0.4344834
FLR-02946,RIDGE,3,0.4180916
FLR-02946,RIDGE,4,
FLR-02947,LAMP,1,0.1050416
FLR-02947,LAMP,2,0.0834917
FLR-02947,LAMP,3,0.06525
FLR-02947,LAMP,4,0.0663667
FLR-02947,LAMP,5,
FLR-02948,LAMP,1,0.4051581
FLR-02948,LAMP,2,0.3680834
FLR-02948,LAMP,3,0.1721083
FLR-02948,LAMP,4,0.1689833
FLR-02948,LAMP,5,
FLR-02949,RIDGE,1,0.4480417
FLR-02949,RIDGE,2,0.4513916
FLR-02949,RIDGE,3,0.2369417
FLR-02949,RIDGE,4,0.2076573
FLR-02949,RIDGE,5,
FLR-02950,RIDGE,1,0.346
FLR-02950,RIDGE,2,0.34
FLR-02950,RIDGE,3,0.193
FLR-02950,RIDGE,4,0.173
FLR-02950,RIDGE,5,
FLR-02951,RIDGE,1,0.3634583
FLR-02951,RIDGE,2,0.2691417
FLR-02951,RIDGE,3,0.1917917
FLR-02951,RIDGE,4,0.1663833
FLR-02951,RIDGE,5,0.398225
FLR-02951,RIDGE,6,
FLR-02952,LAMP,1,0.4559833
FLR-02952,LAMP,2,0.4377833
FLR-02952,LAMP,3,0.193825
FLR-02952,LAMP,4,0.2110417
FLR-02952,LAMP,5,
FLR-02953,RIDGE,1,0.0234
FLR-02953,RIDGE,2,0.0327
FLR-02953,RIDGE,3,0.0453
FLR-02953,RIDGE,4,0.0547
FLR-02953,RIDGE,5,
FLR-02954,LAMP,1,0.0915311
FLR-02954,LAMP,2,0.0754399
FLR-02954,LAMP,3,0.1198109
FLR-02954,LAMP,4,0.0774689
FLR-02954,LAMP,5,
FLR-02955,RIDGE,1,0.2842
FLR-02955,RIDGE,2,0.2682
FLR-02955,RIDGE,3,0.2781
FLR-02955,RIDGE,4,0.2663
FLR-02955,RIDGE,5,
FLR-02956,RIDGE,1,0.206
FLR-02956,RIDGE,2,0.268
FLR-02956,RIDGE,3,0.208
FLR-02956,RIDGE,4,0.139
FLR-02956,RIDGE,5,0.177
FLR-02956,RIDGE,6,
FLR-02957,RIDGE,1,0.087375
FLR-02957,RIDGE,2,0.0830334
FLR-02957,RIDGE,3,0.0729583
FLR-02957,RIDGE,4,0.073725
FLR-02957,RIDGE,5,
FLR-02958,RIDGE,1,0.38355
FLR-02958,RIDGE,2,0.380475
FLR-02958,RIDGE,3,0.3790083
FLR-02958,RIDGE,4,
FLR-02959,RIDGE,1,0.107
FLR-02959,RIDGE,2,0.089
FLR-02959,RIDGE,3,0.071
FLR-02959,RIDGE,4,0.067
FLR-02959,RIDGE,5,
FLR-02960,RIDGE,1,0.7985602
FLR-02960,RIDGE,2,
FLR-02961,LAMP,1,0.3836943
FLR-02961,LAMP,2,0.3842922
FLR-02961,LAMP,3,0.3610716
FLR-02961,LAMP,4,
FLR-02962,LAMP,1,0.1253605
FLR-02962,LAMP,2,0.126075
FLR-02962,LAMP,3,0.1243166
FLR-02962,LAMP,4,0.131025
FLR-02962,LAMP,5,
FLR-02963,LAMP,1,0.0315734
FLR-02963,LAMP,2,0.0387416
FLR-02963,LAMP,3,0.0343834
FLR-02963,LAMP,4,0.0335083
FLR-02963,LAMP,5,0.0326917
FLR-02963,LAMP,6,0.03185
FLR-02963,LAMP,7,0.0341333
FLR-02963,LAMP,8,0.0339333
FLR-02963,LAMP,9,0.0332
FLR-02963,LAMP,10,0.0344084
FLR-02963,LAMP,11,0.0415416
FLR-02963,LAMP,12,
FLR-02964,RIDGE,1,0.0081759
FLR-02964,RIDGE,2,0.1814704
FLR-02964,RIDGE,3,0.2677046
FLR-02964,RIDGE,4,0.254029
FLR-02964,RIDGE,5,0.1661088
FLR-02964,RIDGE,6,0.1705704
FLR-02964,RIDGE,7,
FLR-02965,RIDGE,1,0.052
FLR-02965,RIDGE,2,0.0754
FLR-02965,RIDGE,3,0.1228
FLR-02965,RIDGE,4,
FLR-02966,LAMP,1,0.200984
FLR-02966,LAMP,2,0.103912
FLR-02966,LAMP,3,
FLR-02967,RIDGE,1,0.0517213
FLR-02967,RIDGE,2,0.0514793
FLR-02967,RIDGE,3,0.0527453
FLR-02967,RIDGE,4,0.0436449
FLR-02967,RIDGE,5,0.0470861
FLR-02967,RIDGE,6,0.0494997
FLR-02967,RIDGE,7,0.0551292
FLR-02967,RIDGE,8,
FLR-02968,RIDGE,1,0.2759468
FLR-02968,RIDGE,2,0.2739583
FLR-02968,RIDGE,3,0.1739285
FLR-02968,RIDGE,4,0.1302773
FLR-02968,RIDGE,5,
FLR-02969,RIDGE,1,0.1075767
FLR-02969,RIDGE,2,0.1320809
FLR-02969,RIDGE,3,0.122235
FLR-02969,RIDGE,4,0.1292292
FLR-02969,RIDGE,5,
FLR-02970,LAMP,1,
FLR-02971,RIDGE,1,0.411
FLR-02971,RIDGE,2,0.188
FLR-02971,RIDGE,3,0.158
FLR-02971,RIDGE,4,
FLR-02972,RIDGE,1,0.0478
FLR-02972,RIDGE,2,0.2833
FLR-02972,RIDGE,3,0.177
FLR-02972,RIDGE,4,0.1967
FLR-02972,RIDGE,5,
FLR-02973,RIDGE,1,0.4533334
FLR-02973,RIDGE,2,0.3329916
FLR-02973,RIDGE,3,0.1569417
FLR-02973,RIDGE,4,0.1100333
FLR-02973,RIDGE,5,0.159375
FLR-02973,RIDGE,6,0.1430084
FLR-02973,RIDGE,7,0.216875
FLR-02973,RIDGE,8,
FLR-02974,LAMP,1,0.133425
FLR-02974,LAMP,2,0.142225
FLR-02974,LAMP,3,0.1174333
FLR-02974,LAMP,4,0.1277667
FLR-02974,LAMP,5,
FLR-02975,LAMP,1,0.444825
FLR-02975,LAMP,2,0.4240083
FLR-02975,LAMP,3,0.19975
FLR-02975,LAMP,4,0.2352833
FLR-02975,LAMP,5,0.519425
FLR-02975,LAMP,6,
FLR-02976,LAMP,1,0.4223583
FLR-02976,LAMP,2,0.4318334
FLR-02976,LAMP,3,0.2061333
FLR-02976,LAMP,4,0.1945
FLR-02976,LAMP,5,
FLR-02977,RIDGE,1,0.321
FLR-02977,RIDGE,2,0.383
FLR-02977,RIDGE,3,0.175
FLR-02977,RIDGE,4,0.166
FLR-02977,RIDGE,5,
FLR-02978,RIDGE,1,0.229253
FLR-02978,RIDGE,2,0.2453887
FLR-02978,RIDGE,3,0.1494667
FLR-02978,RIDGE,4,0.1227083
FLR-02978,RIDGE,5,
FLR-02979,RIDGE,1,0.4317282
FLR-02979,RIDGE,2,0.4163707
FLR-02979,RIDGE,3,0.1501923
FLR-02979,RIDGE,4,0.1522119
FLR-02979,RIDGE,5,
FLR-02980,RIDGE,1,0.102
FLR-02980,RIDGE,2,0.093
FLR-02980,RIDGE,3,0.078
FLR-02980,RIDGE,4,0.085
FLR-02980,RIDGE,5,0.126
FLR-02980,RIDGE,6,
FLR-02981,RIDGE,1,0.440725
FLR-02981,RIDGE,2,0.3944584
FLR-02981,RIDGE,3,0.2429
FLR-02981,RIDGE,4,0.198725
FLR-02981,RIDGE,5,
FLR-02982,RIDGE,1,0.433925
FLR-02982,RIDGE,2,0.4312416
FLR-02982,RIDGE,3,0.1825917
FLR-02982,RIDGE,4,0.1970917
FLR-02982,RIDGE,5,
FLR-02983,RIDGE,1,0.262275
FLR-02983,RIDGE,2,0.2768833
FLR-02983,RIDGE,3,0.1833333
FLR-02983,RIDGE,4,0.1430834
FLR-02983,RIDGE,5,
FLR-02984,RIDGE,1,0.2296
FLR-02984,RIDGE,2,0.2401
FLR-02984,RIDGE,3,0.1353
FLR-02984,RIDGE,4,0.1312
FLR-02984,RIDGE,5,
FLR-02985,RIDGE,1,0.075
FLR-02985,RIDGE,2,0.097
FLR-02985,RIDGE,3,0.081
FLR-02985,RIDGE,4,0.068
FLR-02985,RIDGE,5,
FLR-02986,RIDGE,1,0.4724666
FLR-02986,RIDGE,2,0.444375
FLR-02986,RIDGE,3,0.2126084
FLR-02986,RIDGE,4,0.2232416
FLR-02986,RIDGE,5,
FLR-02987,RIDGE,1,0.14
FLR-02987,RIDGE,2,0.308
FLR-02987,RIDGE,3,0.139
FLR-02987,RIDGE,4,0.118
FLR-02987,RIDGE,5,
FLR-02988,RIDGE,1,0.4199583
FLR-02988,RIDGE,2,0.42305
FLR-02988,RIDGE,3,0.175275
FLR-02988,RIDGE,4,0.1942417
FLR-02988,RIDGE,5,
FLR-02989,RIDGE,1,0.499
FLR-02989,RIDGE,2,0.465
FLR-02989,RIDGE,3,0.243
FLR-02989,RIDGE,4,0.214
FLR-02989,RIDGE,5,
FLR-02990,RIDGE,1,0.344
FLR-02990,RIDGE,2,0.3567
FLR-02990,RIDGE,3,0.3516
FLR-02990,RIDGE,4,0.3549
FLR-02990,RIDGE,5,
FLR-02991,RIDGE,1,0.2254
FLR-02991,RIDGE,2,0.199
FLR-02991,RIDGE,3,0.1515
FLR-02991,RIDGE,4,0.1462
FLR-02991,RIDGE,5,
FLR-02992,LAMP,1,0.0789583
FLR-02992,LAMP,2,0.0845917
FLR-02992,LAMP,3,0.07455
FLR-02992,LAMP,4,0.07595
FLR-02992,LAMP,5,
FLR-02993,RIDGE,1,0.1128833
FLR-02993,RIDGE,2,0.127475
FLR-02993,RIDGE,3,0.112425
FLR-02993,RIDGE,4,0.1190668
FLR-02993,RIDGE,5,
FLR-02994,LAMP,1,0.4698166
FLR-02994,LAMP,2,0.45995
FLR-02994,LAMP,3,0.2719084
FLR-02994,LAMP,4,0.2280083
FLR-02994,LAMP,5,
FLR-02995,RIDGE,1,0.090843
FLR-02995,RIDGE,2,0.0900413
FLR-02995,RIDGE,3,0.0687738
FLR-02995,RIDGE,4,0.0623481
FLR-02995,RIDGE,5,
FLR-02996,RIDGE,1,0.4001
FLR-02996,RIDGE,2,0.4001
FLR-02996,RIDGE,3,0.1678
FLR-02996,RIDGE,4,0.1705
FLR-02996,RIDGE,5,
FLR-02997,RIDGE,1,0.0416917
FLR-02997,RIDGE,2,0.0560916
FLR-02997,RIDGE,3,0.0589667
FLR-02997,RIDGE,4,0.04735
FLR-02997,RIDGE,5,0.0417833
FLR-02997,RIDGE,6,0.0419584
FLR-02997,RIDGE,7,0.051125
FLR-02997,RIDGE,8,0.0610083
FLR-02997,RIDGE,9,
FLR-02998,RIDGE,1,0.1008914
FLR-02998,RIDGE,2,0.0826787
FLR-02998,RIDGE,3,0.0739151
FLR-02998,RIDGE,4,0.0659243
FLR-02998,RIDGE,5,
FLR-02999,RIDGE,1,0.1940388
FLR-02999,RIDGE,2,0.1042403
FLR-02999,RIDGE,3,
FLR-03000,RIDGE,1,0.0921657
FLR-03000,RIDGE,2,0.0873671
FLR-03000,RIDGE,3,0.0712686
FLR-03000,RIDGE,4,0.0632828
FLR-03000,RIDGE,5,
FLR-03001,LAMP,1,0.0490913
FLR-03001,LAMP,2,0.0439831
FLR-03001,LAMP,3,0.0407464
FLR-03001,LAMP,4,0.0396547
FLR-03001,LAMP,5,0.0443631
FLR-03001,LAMP,6,0.0472248
FLR-03001,LAMP,7,0.055303
FLR-03001,LAMP,8,0.0658146
FLR-03001,LAMP,9,
FLR-03002,RIDGE,1,0.2998227
FLR-03002,RIDGE,2,0.2965137
FLR-03002,RIDGE,3,0.2748333
FLR-03002,RIDGE,4,
FLR-03003,RIDGE,1,0.45705
FLR-03003,RIDGE,2,0.4269834
FLR-03003,RIDGE,3,0.2062916
FLR-03003,RIDGE,4,0.2088417
FLR-03003,RIDGE,5,
FLR-03004,RIDGE,1,0.3525633
FLR-03004,RIDGE,2,0.3224102
FLR-03004,RIDGE,3,0.2943824
FLR-03004,RIDGE,4,
FLR-03005,RIDGE,1,0.2566166
FLR-03005,RIDGE,2,0.253925
FLR-03005,RIDGE,3,0.2492167
FLR-03005,RIDGE,4,0.2765
FLR-03005,RIDGE,5,
FLR-03006,RIDGE,1,0.108
FLR-03006,RIDGE,2,0.086
FLR-03006,RIDGE,3,0.069
FLR-03006,RIDGE,4,0.069
FLR-03006,RIDGE,5,
FLR-03007,RIDGE,1,0.3506
FLR-03007,RIDGE,2,0.1928
FLR-03007,RIDGE,3,0.1889
FLR-03007,RIDGE,4,0.1548
FLR-03007,RIDGE,5,0.115
FLR-03007,RIDGE,6,
FLR-03008,LAMP,1,0.3117183
FLR-03008,LAMP,2,0.1471416
FLR-03008,LAMP,3,0.1698581
FLR-03008,LAMP,4,0.1363644
FLR-03008,LAMP,5,0.1627644
FLR-03008,LAMP,6,0.1491248
FLR-03008,LAMP,7,0.1515935
FLR-03008,LAMP,8,0.1737332
FLR-03008,LAMP,9,
FLR-03009,RIDGE,1,0.0678
FLR-03009,RIDGE,2,0.0728
FLR-03009,RIDGE,3,0.1048
FLR-03009,RIDGE,4,
FLR-03010,RIDGE,1,0.0833396
FLR-03010,RIDGE,2,0.0874491
FLR-03010,RIDGE,3,0.0759446
FLR-03010,RIDGE,4,0.0711166
FLR-03010,RIDGE,5,
FLR-03011,RIDGE,1,0.4767
FLR-03011,RIDGE,2,0.4176
FLR-03011,RIDGE,3,0.2354
FLR-03011,RIDGE,4,0.2248
FLR-03011,RIDGE,5,
FLR-03012,RIDGE,1,0.2076
FLR-03012,RIDGE,2,0.1932
FLR-03012,RIDGE,3,0.1863
FLR-03012,RIDGE,4,0.1894
FLR-03012,RIDGE,5,0.182
FLR-03012,RIDGE,6,0.1793
FLR-03012,RIDGE,7,0.1731
FLR-03012,RIDGE,8,0.1861
FLR-03012,RIDGE,9,
FLR-03013,LAMP,1,0.3315705
FLR-03013,LAMP,2,0.3095596
FLR-03013,LAMP,3,0.1739992
FLR-03013,LAMP,4,0.144288
FLR-03013,LAMP,5,
FLR-03014,LAMP,1,0.461454
FLR-03014,LAMP,2,0.4364279
FLR-03014,LAMP,3,0.2016049
FLR-03014,LAMP,4,0.2055312
FLR-03014,LAMP,5,
FLR-03015,LAMP,1,0.0700763
FLR-03015,LAMP,2,0.0784951
FLR-03015,LAMP,3,0.1014211
FLR-03015,LAMP,4,
FLR-03016,LAMP,1,0.5135667
FLR-03016,LAMP,2,0.4924333
FLR-03016,LAMP,3,0.2439583
FLR-03016,LAMP,4,0.2722667
FLR-03016,LAMP,5,
FLR-03017,RIDGE,1,0.061775
FLR-03017,RIDGE,2,0.1909417
FLR-03017,RIDGE,3,0.1822917
FLR-03017,RIDGE,4,0.1916333
FLR-03017,RIDGE,5,
FLR-03018,RIDGE,1,0.3318
FLR-03018,RIDGE,2,0.3367
FLR-03018,RIDGE,3,0.3451
FLR-03018,RIDGE,4,0.3376
FLR-03018,RIDGE,5,
FLR-03019,LAMP,1,0.4298785
FLR-03019,LAMP,2,0.4014277
FLR-03019,LAMP,3,0.1726618
FLR-03019,LAMP,4,0.1973292
FLR-03019,LAMP,5,
FLR-03020,RIDGE,1,0.2669
FLR-03020,RIDGE,2,0.176
FLR-03020,RIDGE,3,0.1208
FLR-03020,RIDGE,4,
FLR-03021,RIDGE,1,0.275
FLR-03021,RIDGE,2,0.168
FLR-03021,RIDGE,3,0.158
FLR-03021,RIDGE,4,0.153
FLR-03021,RIDGE,5,0.15
FLR-03021,RIDGE,6,0.151
FLR-03021,RIDGE,7,0.157
FLR-03021,RIDGE,8,0.171
FLR-03021,RIDGE,9,0.167
FLR-03021,RIDGE,10,
FLR-03022,LAMP,1,0.4686144
FLR-03022,LAMP,2,0.453186
FLR-03022,LAMP,3,0.1838709
FLR-03022,LAMP,4,0.1936605
FLR-03022,LAMP,5,
FLR-03023,LAMP,1,0.4890666
FLR-03023,LAMP,2,0.4769334
FLR-03023,LAMP,3,0.23
FLR-03023,LAMP,4,0.212525
FLR-03023,LAMP,5,
FLR-03024,LAMP,1,0.4361568
FLR-03024,LAMP,2,0.4365473
FLR-03024,LAMP,3,0.2239914
FLR-03024,LAMP,4,0.2118557
FLR-03024,LAMP,5,
FLR-03025,RIDGE,1,0.34
FLR-03025,RIDGE,2,0.331
FLR-03025,RIDGE,3,0.342
FLR-03025,RIDGE,4,
FLR-03026,RIDGE,1,0.202369
FLR-03026,RIDGE,2,0.1180665
FLR-03026,RIDGE,3,
FLR-03027,RIDGE,1,0.0802
FLR-03027,RIDGE,2,0.1034
FLR-03027,RIDGE,3,0.0772
FLR-03027,RIDGE,4,0.0637
FLR-03027,RIDGE,5,
FLR-03028,LAMP,1,0.4300148
FLR-03028,LAMP,2,0.3839559
FLR-03028,LAMP,3,0.1982269
FLR-03028,LAMP,4,0.183929
FLR-03028,LAMP,5,
FLR-03029,LAMP,1,0.0517213
FLR-03029,LAMP,2,0.0514793
FLR-03029,LAMP,3,0.0527453
FLR-03029,LAMP,4,0.0436449
FLR-03029,LAMP,5,0.0470861
FLR-03029,LAMP,6,0.0494997
FLR-03029,LAMP,7,0.0551292
FLR-03029,LAMP,8,
FLR-03030,RIDGE,1,0.11
FLR-03030,RIDGE,2,0.085
FLR-03030,RIDGE,3,0.079
FLR-03030,RIDGE,4,0.123
FLR-03030,RIDGE,5,
FLR-03031,RIDGE,1,0.3983333
FLR-03031,RIDGE,2,0.4186917
FLR-03031,RIDGE,3,0.1774583
FLR-03031,RIDGE,4,0.1800667
FLR-03031,RIDGE,5,
FLR-03032,RIDGE,1,0.4872666
FLR-03032,RIDGE,2,0.3534
FLR-03032,RIDGE,3,0.10775
FLR-03032,RIDGE,4,0.0992167
FLR-03032,RIDGE,5,0.1171583
FLR-03032,RIDGE,6,0.134325
FLR-03032,RIDGE,7,0.1473584
FLR-03032,RIDGE,8,0.1902416
FLR-03032,RIDGE,9,
FLR-03033,RIDGE,1,0.0749
FLR-03033,RIDGE,2,0.0801
FLR-03033,RIDGE,3,0.0973
FLR-03033,RIDGE,4,
FLR-03034,LAMP,1,0.042075
FLR-03034,LAMP,2,0.0580667
FLR-03034,LAMP,3,0.0565833
FLR-03034,LAMP,4,0.0536417
FLR-03034,LAMP,5,0.0505
FLR-03034,LAMP,6,0.0457333
FLR-03034,LAMP,7,0.0427334
FLR-03034,LAMP,8,0.0465833
FLR-03034,LAMP,9,0.0526667
FLR-03034,LAMP,10,0.0535166
FLR-03034,LAMP,11,0.0619
FLR-03034,LAMP,12,
FLR-03035,RIDGE,1,0.4847331
FLR-03035,RIDGE,2,0.4712775
FLR-03035,RIDGE,3,0.2200051
FLR-03035,RIDGE,4,0.231847
FLR-03035,RIDGE,5,
FLR-03036,LAMP,1,0.248136
FLR-03036,LAMP,2,0.253944
FLR-03036,LAMP,3,0.158944
FLR-03036,LAMP,4,0.135744
FLR-03036,LAMP,5,
FLR-03037,LAMP,1,0.2488118
FLR-03037,LAMP,2,0.2135214
FLR-03037,LAMP,3,0.1637719
FLR-03037,LAMP,4,0.1577103
FLR-03037,LAMP,5,
FLR-03038,RIDGE,1,0.1
FLR-03038,RIDGE,2,0.1085
FLR-03038,RIDGE,3,0.0742
FLR-03038,RIDGE,4,0.0668
FLR-03038,RIDGE,5,
FLR-03039,RIDGE,1,0.3751205
FLR-03039,RIDGE,2,0.3442623
FLR-03039,RIDGE,3,0.3113234
FLR-03039,RIDGE,4,
FLR-03040,RIDGE,1,0.4403
FLR-03040,RIDGE,2,0.445575
FLR-03040,RIDGE,3,0.2081834
FLR-03040,RIDGE,4,0.2249833
FLR-03040,RIDGE,5,
FLR-03041,LAMP,1,0.0564084
FLR-03041,LAMP,2,0.05955
FLR-03041,LAMP,3,0.0569916
FLR-03041,LAMP,4,0.05325
FLR-03041,LAMP,5,0.0498667
FLR-03041,LAMP,6,0.047125
FLR-03041,LAMP,7,0.04875
FLR-03041,LAMP,8,
FLR-03042,RIDGE,1,0.2744
FLR-03042,RIDGE,2,0.2802
FLR-03042,RIDGE,3,0.1734
FLR-03042,RIDGE,4,0.1571
FLR-03042,RIDGE,5,
FLR-03043,RIDGE,1,0.11
FLR-03043,RIDGE,2,0.099
FLR-03043,RIDGE,3,0.073
FLR-03043,RIDGE,4,0.06
FLR-03043,RIDGE,5,
FLR-03044,LAMP,1,0.078375
FLR-03044,LAMP,2,0.0841916
FLR-03044,LAMP,3,0.0781084
FLR-03044,LAMP,4,0.075725
FLR-03044,LAMP,5,
FLR-03045,RIDGE,1,0.2572
FLR-03045,RIDGE,2,0.2627
FLR-03045,RIDGE,3,0.273
FLR-03045,RIDGE,4,0.2926
FLR-03045,RIDGE,5,
FLR-03046,RIDGE,1,0.3115
FLR-03046,RIDGE,2,0.314
FLR-03046,RIDGE,3,0.3134
FLR-03046,RIDGE,4,0.3109
FLR-03046,RIDGE,5,0.2944
FLR-03046,RIDGE,6,0.3031
FLR-03046,RIDGE,7,0.3195
FLR-03046,RIDGE,8,
FLR-03047,LAMP,1,0.1233202
FLR-03047,LAMP,2,0.1177759
FLR-03047,LAMP,3,0.1089674
FLR-03047,LAMP,4,0.1158978
FLR-03047,LAMP,5,
FLR-03048,RIDGE,1,0.1082417
